surf_hab,qualite_materiau,surface_sous_sol,qualite_globale,n_garage_voitures,n_toilettes,n_cheminees,n_pieces,n_cuisines,n_chambres_coucher,annee_vente,prix,type_toit,type_batiment,qualite_cuisine,surface_jardin
974,5,974,5,0,0,0,5,1,3,2007,93500,2 pans,individuelle,moyenne,42.19207542352847
2210,6,1008,4,1,0,0,8,1,5,2007,117500,2 pans,individuelle,mediocre,161.3711269058647
2020,8,1128,5,2,1,1,8,1,3,2009,239500,2 pans,individuelle,bonne,447.1534301513979
1600,6,916,5,2,1,1,7,1,3,2007,169000,2 pans,individuelle,moyenne,376.98433647093515
986,6,960,5,1,0,1,5,1,2,2007,102000,2 pans,individuelle,moyenne,96.40871682883572
1252,6,1032,5,1,0,0,6,1,3,2008,119000,2 pans,individuelle,moyenne,118.94704889246405
1020,5,780,8,0,0,0,6,1,2,2010,94000,2 pans,individuelle,moyenne,0.0
1567,6,1567,5,2,0,2,5,1,2,2009,196000,2 pans,individuelle,bonne,59.740006984985804
1167,5,915,5,2,0,1,6,1,3,2007,144000,2 pans,individuelle,moyenne,70.11727423108984
952,5,952,7,2,0,0,4,1,2,2008,139000,2 pans,individuelle,moyenne,0.0
1868,5,780,7,2,1,1,9,1,4,2009,197500,2 pans,individuelle,bonne,539.3706813311619
2828,8,1466,5,3,0,1,11,1,4,2007,424870,4 pans,individuelle,bonne,0.0
1006,5,1006,3,0,0,0,5,1,3,2008,80000,2 pans,individuelle,moyenne,12.557645347154226
924,4,672,4,1,0,0,5,1,2,2010,80000,2 pans,individuelle reconvertie,mediocre,0.0
1576,5,1042,6,1,0,1,8,1,3,2006,149000,2 pans,individuelle,moyenne,1.5579047581467533
1298,6,1298,5,2,0,1,5,1,3,2006,180000,2 pans,individuelle,bonne,0.0
1564,7,704,7,1,1,1,7,1,3,2009,174500,2 pans,individuelle,mediocre,257.79491174057057
1111,7,572,7,1,0,1,5,1,2,2008,116900,2 pans,individuelle,moyenne,159.45050632249723
1482,7,650,9,2,0,0,7,1,3,2009,143000,4 pans,individuelle,moyenne,0.0
932,6,932,5,1,0,1,4,1,2,2007,124000,2 pans,individuelle,bonne,0.0
1466,5,1466,4,2,1,2,6,1,3,2006,149900,2 pans,individuelle,mediocre,185.8609886396285
1811,6,1073,7,2,0,1,6,1,2,2006,230000,2 pans,individuelle,excellente,0.0
816,6,816,8,1,0,0,5,1,2,2008,120500,2 pans,individuelle,moyenne,0.0
1820,7,864,6,2,2,2,8,1,4,2008,201800,2 pans,individuelle,bonne,967.4015160136369
1437,5,1437,8,2,0,1,6,1,3,2007,218000,2 pans,individuelle,bonne,100.98170893426341
1265,5,1219,8,2,0,1,6,1,3,2008,179900,2 pans,individuelle,bonne,0.0
1314,7,1314,5,2,0,1,6,1,2,2009,230000,2 pans,milieu de rangée,bonne,225.24358053443086
1580,8,1580,5,3,0,0,7,1,3,2008,235128,2 pans,individuelle,bonne,98.17654869915943
1876,6,901,6,2,1,1,8,1,4,2008,185000,4 pans,individuelle,bonne,369.1168616491378
1456,6,855,5,2,1,1,7,1,3,2010,146000,2 pans,milieu de rangée,moyenne,152.05942851264265
1640,6,1296,7,2,0,1,7,1,3,2008,224000,4 pans,individuelle,bonne,229.09425725907417
894,5,894,5,2,0,1,5,1,3,2007,129000,2 pans,individuelle,moyenne,0.0
1258,4,1198,4,2,2,0,6,2,0,2008,108959,2 pans,duplex,moyenne,638.6601253043108
1432,5,1360,7,2,1,1,5,1,2,2007,194000,2 pans,individuelle,bonne,503.6570432009641
1502,7,1502,5,2,0,0,7,1,3,2009,233170,2 pans,individuelle,bonne,243.97524063392729
1694,8,1694,5,3,0,0,7,1,3,2010,245350,2 pans,individuelle,bonne,138.42728185105182
1671,6,959,5,2,1,1,7,1,3,2006,173000,2 pans,individuelle,moyenne,457.59091200523596
2108,6,1127,7,2,0,2,7,1,4,2008,235000,4 pans,individuelle,bonne,59.47543416652859
3627,10,1930,5,3,1,1,10,1,4,2006,625000,4 pans,individuelle,bonne,486.5415558780307
1118,6,1096,6,1,0,1,6,1,3,2008,171000,2 pans,individuelle,moyenne,75.89285897867651
1261,6,1261,6,2,0,1,6,1,3,2008,163000,4 pans,individuelle,moyenne,28.11914239693758
1250,7,625,5,2,1,0,5,1,2,2008,171900,2 pans,bout de rangée,bonne,412.0201103951876
3086,5,1598,6,0,0,1,12,1,3,2007,200500,2 pans,individuelle,excellente,0.0
2345,6,952,8,2,1,1,9,1,4,2006,239000,2 pans,individuelle,moyenne,325.80354111333236
2872,8,1683,5,2,1,1,9,1,4,2007,285000,4 pans,individuelle,bonne,373.33249231332263
923,5,876,5,1,0,0,5,1,3,2008,119500,2 pans,individuelle,moyenne,0.0
1224,6,818,8,1,0,0,5,1,3,2009,115000,2 pans,individuelle,moyenne,0.0
1343,5,731,6,1,1,1,7,1,3,2009,154900,2 pans,individuelle,moyenne,302.9408892849082
1124,5,0,5,0,0,1,5,1,3,2006,93000,2 pans,individuelle,moyenne,0.0
2514,7,1216,5,2,1,0,8,1,4,2006,250000,2 pans,individuelle,moyenne,419.1894151153478
1652,8,1600,5,2,0,1,5,1,2,2008,392500,4 pans,bout de rangée,bonne,139.20022863445993
4476,10,2396,5,3,1,2,10,1,4,2007,745000,4 pans,individuelle,excellente,493.23166060023135
1130,5,1120,6,2,0,1,5,1,2,2006,120000,4 pans,individuelle,moyenne,0.0
1572,5,1572,4,3,1,2,5,1,3,2007,186700,4 pans,individuelle,moyenne,302.4371863429663
1221,5,784,7,1,0,0,7,1,4,2006,104900,2 pans,individuelle,moyenne,94.07711879882159
1699,3,978,5,2,0,0,7,2,3,2009,95000,2 pans,individuelle reconvertie,moyenne,0.0
1624,8,1624,5,3,0,1,5,1,2,2006,262000,2 pans,individuelle,bonne,0.0
1660,7,831,5,2,1,0,7,1,3,2009,195000,2 pans,individuelle,bonne,456.8052099024552
1804,7,994,5,2,1,1,7,1,3,2010,189000,2 pans,individuelle,bonne,305.16555451363644
1622,4,1249,4,4,0,1,7,1,3,2007,168000,2 pans,individuelle reconvertie,moyenne,10.53755061459599
1441,8,776,5,2,1,0,5,1,2,2007,174000,2 pans,milieu de rangée,bonne,267.99745050817955
1472,5,702,8,1,0,0,6,1,3,2007,125000,mansarde,individuelle,bonne,0.0
1224,6,1224,5,2,0,0,5,1,2,2009,165000,4 pans,bout de rangée,moyenne,31.978193414253695
1352,6,663,7,1,1,0,7,1,4,2010,158000,2 pans,individuelle,moyenne,242.70062664683306
1456,6,728,5,2,1,0,8,1,3,2008,176000,2 pans,individuelle,bonne,445.6474737960399
1863,7,879,5,3,1,1,9,1,4,2006,219210,2 pans,individuelle,bonne,399.23622010733186
1690,7,815,6,1,0,1,7,1,3,2006,144000,2 pans,individuelle,moyenne,55.248995441714776
1212,7,1212,5,2,0,0,6,1,3,2009,178000,2 pans,individuelle,bonne,22.391413406466143
1382,4,1051,5,2,1,1,6,1,3,2006,148000,2 pans,individuelle,moyenne,537.6140429973843
864,4,864,5,1,0,0,5,1,3,2006,116050,2 pans,individuelle,moyenne,12.522450264790727
1779,7,866,5,2,1,0,6,1,3,2009,197900,2 pans,individuelle,bonne,358.8594458874747
1348,5,884,8,1,0,1,5,1,3,2009,117000,2 pans,individuelle,moyenne,12.229750303228377
1630,7,1630,5,2,0,1,6,1,3,2009,213000,2 pans,individuelle,bonne,54.32980290363879
1074,5,1056,6,2,1,0,6,1,3,2006,153500,2 pans,individuelle,moyenne,406.0860070325704
2196,7,2158,7,3,0,1,7,1,3,2009,271900,4 pans,individuelle,bonne,4.059169120388238
1056,4,1056,4,1,0,0,5,1,2,2006,107000,2 pans,individuelle,moyenne,0.0
1700,6,1682,5,2,0,0,7,1,3,2006,200000,2 pans,individuelle,bonne,0.0
1283,5,931,7,2,0,0,6,1,3,2008,140000,2 pans,individuelle,moyenne,0.0
1660,8,1660,5,2,0,1,8,1,3,2006,290000,4 pans,individuelle,bonne,174.95767431869393
1845,6,1055,5,2,1,1,8,1,3,2010,189000,2 pans,individuelle,bonne,277.61367646087143
1752,8,559,7,2,0,0,8,1,4,2010,164000,2 pans,individuelle,moyenne,0.0
672,4,672,6,1,0,0,4,1,2,2009,113000,4 pans,individuelle,moyenne,0.0
960,4,648,9,1,0,0,3,1,0,2006,145000,2 pans,individuelle,moyenne,89.49243769444412
999,5,925,5,1,0,0,6,1,3,2006,134500,2 pans,individuelle,moyenne,0.0
894,5,894,5,1,0,0,5,1,3,2007,125000,2 pans,individuelle,moyenne,124.77420726737338
1902,6,0,5,2,0,0,8,2,4,2010,112000,2 pans,duplex,moyenne,0.0
1314,8,1300,5,2,0,0,6,1,3,2009,229456,2 pans,individuelle,bonne,27.899416222380196
912,4,0,5,0,0,0,3,1,2,2006,80500,2 pans,individuelle,moyenne,0.0
1218,6,672,5,0,1,0,7,1,3,2006,91500,2 pans,milieu de rangée,moyenne,615.7149127773388
912,5,912,5,1,0,0,5,1,2,2006,115000,2 pans,individuelle,moyenne,0.0
1211,5,952,5,1,0,1,5,1,3,2008,134000,4 pans,individuelle,moyenne,30.98207102270275
1846,6,1040,6,1,0,1,7,1,3,2007,143000,2 pans,individuelle,moyenne,63.37768809320985
2136,5,2136,3,2,0,0,7,1,4,2006,137900,4 pans,individuelle,moyenne,41.379909745149824
1490,7,788,5,2,1,1,8,1,3,2008,184000,2 pans,individuelle,bonne,383.0712341122292
1138,6,588,8,1,0,0,6,1,3,2007,145000,4 pans,individuelle,moyenne,0.0
1933,6,894,5,3,1,1,9,1,4,2008,214000,2 pans,individuelle,bonne,405.981147197911
912,5,912,8,2,0,0,5,1,2,2008,147000,2 pans,individuelle,bonne,0.0
1702,9,1702,5,3,1,1,7,1,1,2008,367294,4 pans,bout de rangée,excellente,497.987911679491
1507,5,1075,5,1,0,0,7,1,4,2008,127000,4 pans,individuelle,moyenne,221.05230015913514
2620,5,1361,5,2,2,1,12,2,4,2007,190000,1 pans,duplex,moyenne,747.0508214992167
1190,5,1106,6,2,0,0,6,1,3,2006,132500,4 pans,duplex,moyenne,0.0
1224,4,0,5,2,0,0,6,2,2,2007,101800,2 pans,duplex,moyenne,0.0
1188,5,1188,5,2,0,0,6,1,3,2010,142000,4 pans,individuelle,moyenne,257.9709337654319
1964,5,940,6,0,1,0,7,1,4,2008,130000,2 pans,individuelle,moyenne,321.2325432030269
1784,5,747,5,1,1,0,9,1,4,2006,138887,2 pans,individuelle,moyenne,565.1116805444067
1626,7,764,5,2,1,0,6,1,2,2010,175500,2 pans,milieu de rangée,bonne,569.770081407644
1948,7,847,5,2,1,1,8,1,4,2006,195000,2 pans,individuelle,bonne,345.8411758292005
1141,6,1141,5,2,1,0,6,1,3,2006,142500,2 pans,individuelle,moyenne,458.0983079185275
1484,8,1476,5,2,0,1,6,1,2,2007,265900,4 pans,individuelle,excellente,162.83966231285382
1768,7,884,5,2,1,0,8,1,3,2008,224900,2 pans,individuelle,bonne,363.6872259012513
1689,7,1689,6,3,0,0,7,1,3,2007,248328,4 pans,individuelle,bonne,0.0
1173,7,1053,6,2,0,2,6,1,3,2010,170000,2 pans,individuelle,bonne,0.0
2076,10,2076,5,3,1,1,7,1,2,2006,465000,2 pans,individuelle,excellente,299.7243269307133
1517,8,792,7,2,0,2,7,1,3,2006,230000,2 pans,individuelle,bonne,0.0
1868,6,585,7,2,1,1,7,1,3,2007,178000,4 pans,individuelle,moyenne,279.00597332377436
1553,7,756,5,2,1,0,6,1,3,2006,186500,2 pans,individuelle,bonne,404.6083468259225
1034,6,1012,5,3,0,0,6,1,3,2010,169900,2 pans,individuelle,moyenne,0.0
2058,6,735,5,2,1,1,8,1,3,2008,129500,2 pans,individuelle,moyenne,424.9785911790748
988,5,876,7,1,0,0,6,1,3,2007,119000,2 pans,individuelle,moyenne,0.0
2110,7,2110,5,2,1,2,8,1,3,2010,244000,4 pans,individuelle,excellente,435.08802322144567
1405,7,1405,5,2,0,1,6,1,2,2006,171750,2 pans,bout de rangée,bonne,83.35289616089247
874,5,864,6,1,0,0,5,1,3,2009,130000,2 pans,individuelle,moyenne,0.0
2167,7,1192,7,2,1,2,9,1,3,2007,294000,2 pans,individuelle,bonne,438.80565698475726
1656,7,746,5,2,1,1,7,1,3,2008,165400,2 pans,individuelle,bonne,524.3668992473292
1367,6,884,6,1,0,1,6,1,3,2007,127500,2 pans,individuelle,moyenne,0.0
1987,8,1986,5,2,0,1,7,1,2,2008,301500,4 pans,individuelle,bonne,167.25723868377034
864,5,864,8,0,0,0,4,1,2,2009,99900,2 pans,individuelle,moyenne,41.90190093660452
1166,7,856,5,2,0,0,5,1,2,2008,190000,2 pans,individuelle,bonne,0.0
1054,6,1054,8,2,1,0,6,1,3,2008,151000,2 pans,individuelle,moyenne,396.02309223422935
1675,6,841,5,2,1,1,7,1,3,2009,181000,2 pans,individuelle,moyenne,457.6326912521722
1050,5,1050,6,1,0,0,5,1,2,2009,128900,4 pans,individuelle,moyenne,7.60053914124115
1788,4,1104,5,1,0,2,8,1,5,2009,161500,2 pans,individuelle,moyenne,53.875599244636916
1824,6,764,6,2,0,1,8,1,3,2007,180500,mansarde,individuelle,moyenne,0.0
1337,6,1405,5,2,0,0,5,1,2,2008,181000,2 pans,bout de rangée,bonne,16.9360824036078
1452,7,691,5,2,1,0,6,1,3,2006,183900,4 pans,bout de rangée,bonne,259.82855030950196
1889,7,925,4,1,1,1,9,2,4,2007,122000,4 pans,individuelle reconvertie,moyenne,390.27739386513
2018,9,2002,5,3,0,1,10,1,3,2010,378500,4 pans,individuelle,excellente,0.0
3447,8,728,9,3,1,2,11,1,4,2008,381000,2 pans,individuelle,bonne,328.0470057410233
1524,5,874,5,1,1,0,7,1,3,2007,144000,2 pans,individuelle,moyenne,525.0093175210438
1524,7,1332,6,2,1,1,4,1,0,2010,260000,1 pans,individuelle,bonne,511.13101205942684
1489,6,1489,7,2,0,1,7,1,3,2009,185750,4 pans,individuelle,bonne,60.9138120907177
935,5,935,6,1,0,0,5,1,3,2006,137000,4 pans,individuelle,moyenne,0.0
1357,6,1019,7,1,0,1,5,1,2,2008,177000,2 pans,individuelle,excellente,0.0
1250,5,661,6,2,0,1,8,1,3,2007,139000,2 pans,individuelle,moyenne,121.30976999791834
1920,5,928,5,2,0,0,10,2,4,2007,137000,2 pans,duplex,moyenne,14.171691363990474
1395,6,723,6,2,1,1,6,1,3,2009,162000,2 pans,individuelle,moyenne,633.7329539981694
1724,6,1680,5,2,1,1,7,1,3,2009,197900,2 pans,individuelle,moyenne,441.1317839394371
2031,8,1128,5,2,1,1,7,1,3,2008,237000,2 pans,individuelle,bonne,420.8049116490032
1128,4,698,4,2,0,0,6,1,2,2010,68400,2 pans,individuelle,moyenne,0.0
1573,7,1573,5,2,0,0,6,1,3,2009,227000,2 pans,individuelle,bonne,13.354090478228231
1339,7,1309,5,2,0,1,6,1,2,2006,180000,4 pans,individuelle,moyenne,0.0
1040,5,1040,7,2,0,0,5,1,3,2009,150500,2 pans,individuelle,bonne,70.81086766885905
1824,6,912,5,0,2,0,8,2,4,2010,139000,mansarde,duplex,moyenne,899.6702316794583
2447,6,804,7,1,0,1,10,1,4,2010,169000,2 pans,individuelle,bonne,0.0
1412,6,780,6,1,0,1,6,1,4,2009,132500,2 pans,individuelle,moyenne,0.0
1328,6,1328,5,2,1,2,6,1,3,2010,143000,4 pans,individuelle,moyenne,218.37946268967033
1582,5,1624,5,2,0,0,7,1,4,2006,190000,2 pans,individuelle,moyenne,50.799132691254364
1659,8,1501,5,2,0,1,5,1,2,2009,278000,2 pans,bout de rangée,excellente,0.0
1970,8,1085,5,3,1,1,8,1,3,2006,281000,2 pans,individuelle,excellente,185.91094070475168
1152,5,1152,7,2,0,1,6,1,3,2010,180500,4 pans,individuelle,moyenne,38.85786045309641
1302,5,630,7,1,1,0,6,1,3,2009,119500,2 pans,milieu de rangée,moyenne,651.099951743279
2372,5,994,4,1,0,0,11,2,4,2009,107500,2 pans,individuelle,moyenne,0.0
1664,7,832,5,2,1,1,8,1,4,2006,162900,2 pans,individuelle,moyenne,485.04907744516413
864,5,864,7,2,0,0,5,1,2,2006,115000,4 pans,individuelle,moyenne,8.1829358547565
1052,5,1052,5,1,1,0,5,1,3,2006,138500,4 pans,individuelle,moyenne,391.31103468088565
1128,5,1120,6,2,0,0,6,1,3,2008,155000,4 pans,individuelle,moyenne,91.90764829877686
1072,6,547,5,2,0,0,5,1,2,2006,140000,2 pans,bout de rangée,moyenne,0.0
5642,10,6110,5,2,1,3,12,1,3,2008,160000,4 pans,individuelle,excellente,428.33923140719025
1246,5,1246,7,1,1,0,6,1,3,2010,154000,4 pans,individuelle,bonne,434.1697806196013
1983,7,978,5,2,1,1,9,1,3,2009,225000,2 pans,individuelle,bonne,334.9909546356951
1494,6,771,7,1,0,2,7,1,3,2009,177500,2 pans,individuelle,bonne,99.20423495365227
2526,8,1165,5,3,1,1,8,1,4,2006,290000,4 pans,individuelle,bonne,383.70402433045905
1616,7,1616,5,3,0,0,7,1,3,2006,232000,2 pans,individuelle,bonne,0.0
1708,7,976,5,2,0,0,7,1,3,2006,130000,2 pans,bout de rangée,bonne,53.65098435704036
1652,9,1652,5,2,0,2,6,1,2,2009,325000,4 pans,individuelle,excellente,0.0
1368,7,1368,5,2,0,1,6,1,2,2006,202500,2 pans,bout de rangée,bonne,2.8181157369128247
990,5,990,5,2,0,0,5,1,3,2009,138000,2 pans,individuelle,moyenne,0.0
1122,5,924,7,2,0,0,6,1,2,2008,147000,2 pans,individuelle,bonne,108.58955658315782
1294,6,1278,5,2,0,0,6,1,3,2008,179200,2 pans,individuelle,bonne,47.469823287995276
1902,7,1902,8,2,0,2,7,1,3,2010,335000,2 pans,individuelle,excellente,0.0
1274,7,1274,5,2,0,0,6,1,3,2007,203000,2 pans,individuelle,bonne,81.77662992002871
2810,8,1453,5,2,1,1,9,1,4,2007,302000,2 pans,individuelle,bonne,540.4207549017314
2599,9,1393,5,3,1,1,10,1,4,2010,333168,2 pans,individuelle,bonne,457.78103063518614
948,4,948,6,1,0,1,5,1,3,2007,119000,4 pans,individuelle,moyenne,1.0352619843380606
2112,6,952,5,2,1,2,9,1,4,2008,206900,2 pans,individuelle,moyenne,270.416376764984
1630,8,1622,5,3,0,1,8,1,3,2009,295493,2 pans,individuelle,excellente,0.0
1352,7,1352,5,2,0,1,5,1,2,2007,208900,2 pans,bout de rangée,bonne,0.0
1787,8,1753,5,3,0,1,7,1,3,2006,275000,4 pans,individuelle,bonne,0.0
948,4,864,5,1,0,0,5,1,3,2007,111000,4 pans,individuelle,moyenne,0.0
1478,6,1478,3,2,1,2,6,1,3,2009,156500,4 pans,individuelle,moyenne,407.4649924897107
720,3,0,6,1,0,0,4,1,2,2008,72500,4 pans,individuelle,moyenne,52.96927543567308
1923,7,750,5,2,1,1,8,1,3,2010,190000,2 pans,individuelle,bonne,394.95012219409085
708,4,420,7,0,0,0,5,1,2,2009,82500,4 pans,individuelle,mediocre,48.65016438262019
1795,8,1795,5,3,0,1,7,1,2,2007,147000,2 pans,individuelle,bonne,6.447441481012024
796,4,796,4,0,0,0,5,1,2,2008,55000,2 pans,individuelle,moyenne,0.0
774,3,544,6,0,0,0,6,1,3,2007,79000,2 pans,individuelle,bonne,0.0
816,5,816,9,1,0,1,5,1,3,2008,130500,2 pans,individuelle,bonne,0.0
2792,6,1510,7,2,0,2,8,1,5,2008,256000,2 pans,individuelle,moyenne,0.0
1632,7,935,5,2,1,1,8,1,3,2006,176500,4 pans,individuelle,moyenne,461.19287299962036
1588,8,1588,5,3,0,1,7,1,3,2007,227000,4 pans,individuelle,bonne,153.07508323436974
954,5,911,5,2,0,0,6,1,3,2006,132500,2 pans,individuelle,moyenne,121.87618516973167
816,4,816,6,1,0,1,3,1,2,2009,100000,2 pans,individuelle,moyenne,0.0
1360,5,803,6,1,1,0,6,1,2,2006,125500,2 pans,individuelle,bonne,550.2726136849952
1365,5,765,6,2,1,0,7,1,3,2009,125000,2 pans,bout de rangée,moyenne,416.6667457202111
1334,6,1350,5,2,0,1,6,1,2,2009,167900,2 pans,individuelle,moyenne,0.0
1656,5,1656,5,2,0,0,8,2,4,2008,135000,2 pans,duplex,moyenne,0.0
693,4,693,4,0,0,0,4,1,2,2006,52500,2 pans,individuelle,mediocre,0.0
1861,7,916,5,2,1,0,8,1,3,2006,200000,2 pans,individuelle,bonne,362.3823181458771
864,5,864,7,1,0,0,5,1,3,2006,128500,4 pans,individuelle,moyenne,17.041622237548772
872,4,858,5,4,0,0,5,1,3,2007,123000,2 pans,individuelle,moyenne,16.057398104986458
1114,6,1114,5,2,0,0,6,1,3,2008,155000,2 pans,individuelle,bonne,0.30460201534144693
2169,8,1284,5,2,1,1,7,1,3,2007,228500,2 pans,individuelle,bonne,445.093816974635
1913,6,896,6,2,1,1,9,1,3,2009,177000,2 pans,individuelle,moyenne,520.8646274786341
1456,7,728,5,2,1,1,8,1,3,2007,155835,2 pans,individuelle,bonne,496.35541354413243
960,4,960,4,1,0,0,5,1,2,2007,108500,4 pans,individuelle,mediocre,0.0
2156,7,1568,7,2,0,1,9,1,3,2006,262500,4 pans,individuelle,moyenne,0.0
1776,8,1732,5,3,0,1,7,1,3,2007,283463,2 pans,individuelle,bonne,93.43199112392738
1494,7,1482,5,2,0,1,5,1,3,2007,215000,2 pans,individuelle,bonne,0.0
2358,8,684,5,0,0,0,8,1,4,2008,122000,2 pans,individuelle,moyenne,0.0
2634,5,1248,5,4,2,0,12,2,6,2009,200000,2 pans,duplex,moyenne,686.588697394064
1716,6,858,6,2,1,1,8,1,4,2008,171000,2 pans,individuelle,moyenne,221.40195624199802
1176,6,698,9,2,0,0,4,1,2,2009,134900,2 pans,individuelle,moyenne,54.1462728204788
3238,8,2033,5,3,1,1,9,1,4,2010,410000,4 pans,individuelle,bonne,477.9155160302646
1865,7,992,5,3,1,1,7,1,3,2008,235000,2 pans,individuelle,bonne,343.9489599273281
1920,7,570,6,2,0,1,8,1,4,2006,170000,2 pans,individuelle,bonne,0.0
892,5,864,5,1,0,0,5,1,3,2008,110000,2 pans,individuelle,moyenne,0.0
1078,5,1078,6,2,1,1,6,1,3,2010,149900,2 pans,individuelle,moyenne,441.1804005402546
1573,6,756,5,2,1,0,5,1,3,2010,177500,2 pans,milieu de rangée,bonne,254.10884312258707
1980,9,1980,5,3,0,1,8,1,3,2006,315000,4 pans,individuelle,excellente,18.335991977915565
2601,5,612,6,2,1,0,8,1,4,2008,189000,2 pans,individuelle,moyenne,400.0690150827005
1530,7,1530,5,2,0,1,7,1,3,2009,260000,4 pans,individuelle,bonne,57.92914996010884
1738,4,715,4,1,0,1,7,1,4,2009,104900,2 pans,individuelle,moyenne,11.958036841415327
1412,6,616,5,2,1,1,6,1,3,2007,156932,2 pans,individuelle,bonne,304.0931059118445
1200,7,600,5,2,1,0,4,1,2,2006,144152,2 pans,bout de rangée,bonne,520.8571501664491
1674,7,814,5,2,1,0,7,1,3,2010,216000,2 pans,individuelle,bonne,386.14704269730294
1790,7,873,5,2,1,0,7,1,3,2008,193000,2 pans,individuelle,bonne,398.86954604900683
1475,5,757,6,1,0,1,6,1,4,2006,127000,2 pans,bout de rangée,moyenne,0.0
848,6,848,5,2,0,0,4,1,1,2009,144000,2 pans,bout de rangée,bonne,0.0
1668,8,1657,5,2,0,1,8,1,3,2010,232000,4 pans,individuelle,bonne,0.0
1374,4,840,6,1,0,0,6,1,2,2009,105000,2 pans,individuelle,moyenne,0.0
1661,6,992,6,1,0,1,8,1,3,2008,165500,4 pans,individuelle,bonne,171.17084801423434
2097,7,1108,6,2,1,1,8,1,3,2006,274300,2 pans,individuelle,bonne,264.00988570686434
2633,10,2633,5,3,1,2,8,1,2,2007,466500,4 pans,individuelle,excellente,240.0438602123259
1958,7,1026,5,3,1,1,9,1,3,2008,250000,2 pans,individuelle,bonne,548.7170327493608
1571,8,1571,5,3,0,1,7,1,3,2007,239000,2 pans,individuelle,bonne,0.0
790,6,768,5,1,0,0,4,1,2,2008,91000,2 pans,individuelle,moyenne,0.0
1604,5,984,5,2,0,0,6,1,3,2009,117000,2 pans,individuelle,moyenne,103.99046873960765
987,6,483,5,1,1,0,5,1,2,2006,83000,2 pans,milieu de rangée,moyenne,340.63844602631355
1394,5,384,5,2,1,0,7,1,3,2008,167500,2 pans,individuelle,bonne,584.2009713546936
864,3,864,3,1,0,0,5,1,2,2010,58500,2 pans,individuelle,moyenne,67.7925871339269
2117,6,1205,7,2,1,2,7,1,4,2008,237500,2 pans,individuelle,moyenne,352.80885918542975
1762,7,596,7,2,1,0,8,1,4,2006,157000,4 pans,individuelle,bonne,616.9308213265504
1416,5,816,7,2,0,0,7,1,3,2007,112000,2 pans,individuelle,bonne,0.0
1258,6,560,5,1,0,0,6,1,2,2009,105000,2 pans,individuelle,moyenne,74.2095372009307
1154,4,796,8,1,0,0,7,1,3,2010,125500,2 pans,individuelle,bonne,29.92925804064919
2784,7,1392,5,2,1,2,12,1,5,2006,250000,2 pans,individuelle,bonne,531.3741289398797
2526,6,714,7,1,0,1,10,1,5,2007,136000,2 pans,individuelle,bonne,156.15111967268527
1746,9,1746,5,3,0,2,7,1,3,2009,377500,2 pans,individuelle,excellente,3.2004149065766625
1218,6,735,6,2,0,1,6,1,3,2007,131000,2 pans,individuelle,moyenne,0.0
1525,7,1525,5,2,0,0,6,1,3,2006,235000,2 pans,individuelle,bonne,45.99721429391164
1584,5,1584,5,3,0,0,8,2,4,2009,124000,2 pans,duplex,moyenne,0.0
900,5,864,5,1,0,1,6,1,3,2006,123000,2 pans,individuelle,moyenne,201.3387247526623
1912,6,482,7,2,0,1,7,2,3,2008,163000,2 pans,individuelle reconvertie,moyenne,13.653533108273743
1500,7,1356,5,3,0,1,6,1,2,2006,246578,4 pans,bout de rangée,bonne,0.0
2482,8,1094,5,3,1,1,9,1,4,2007,281213,4 pans,individuelle,bonne,419.8680305864909
1687,5,747,5,2,0,2,7,1,3,2010,160000,2 pans,individuelle,moyenne,0.0
1513,5,939,8,1,1,0,8,1,4,2007,137500,2 pans,individuelle,moyenne,304.2385961489349
1904,5,1208,4,1,1,0,7,1,3,2009,138000,2 pans,individuelle,moyenne,521.8413907944425
1608,6,976,6,1,1,1,7,1,3,2009,137450,2 pans,individuelle,bonne,336.11057210286043
1158,6,862,7,1,0,1,5,1,3,2008,120000,2 pans,individuelle,moyenne,0.0
1593,6,839,5,2,1,1,8,1,3,2008,193000,2 pans,individuelle,moyenne,455.2652752527286
1294,7,1286,5,2,0,1,6,1,2,2006,193879,2 pans,individuelle,bonne,118.57041546629969
1464,8,1485,5,3,0,0,6,1,3,2007,282922,2 pans,individuelle,bonne,71.89533106650667
1214,3,672,4,3,0,0,6,1,3,2006,105000,2 pans,individuelle,moyenne,99.60476858058163
1646,8,1594,5,2,0,1,5,1,2,2008,275000,4 pans,bout de rangée,bonne,0.0
768,5,768,7,2,0,0,5,1,2,2009,133000,2 pans,individuelle,moyenne,0.0
833,5,833,5,0,0,0,5,1,3,2009,112000,2 pans,individuelle,moyenne,150.13336519554866
1363,4,622,7,2,0,0,6,1,3,2010,125500,2 pans,individuelle,moyenne,0.0
2093,7,791,6,2,1,1,7,1,3,2008,215000,2 pans,individuelle,moyenne,376.5166983544953
1840,7,944,5,2,1,0,6,1,3,2009,230000,2 pans,individuelle,bonne,534.6194141849057
1668,6,856,8,1,1,0,6,1,3,2009,140000,2 pans,individuelle,moyenne,457.423000940066
1040,4,0,5,2,0,0,6,2,2,2009,90000,2 pans,duplex,moyenne,45.588777208160764
1844,8,1844,5,2,0,1,7,1,2,2009,257000,2 pans,individuelle,bonne,216.5002344901084
1848,6,833,7,2,1,1,8,1,4,2008,207000,mansarde,individuelle,bonne,337.24817696198573
